id,features
160335,"[0.24176037311553955, -1.8631091117858887, 0.6417943835258484, 0.2998095750808716, 1.2455921173095703, 0.8886278867721558, -0.9994670748710632, 0.683119535446167, 0.5881638526916504, 0.4375503361225128]"
160565,"[0.30738580226898193, 0.21201027929782867, 0.32858845591545105, -0.21033096313476562, 0.16343212127685547, -0.5215113759040833, -0.08486524224281311, -0.15589992702007294, -0.2759304940700531, 0.48301422595977783]"
163645,"[-0.7445911169052124, -1.7145321369171143, 0.5012640357017517, 1.4102718830108643, 0.09369831532239914, -1.688326120376587, 0.5850736498832703, -0.647133469581604, 0.45683225989341736, -2.6837117671966553]"
164175,"[0.5756111741065979, 0.26454856991767883, 0.21614772081375122, 1.543566107749939, 1.0755813121795654, 1.6827057600021362, -1.0768989324569702, -1.1414880752563477, 0.9823062419891357, -0.9950280785560608]"
164395,"[0.0725085660815239, -0.21286746859550476, 2.019230604171753, 0.48582741618156433, 0.32948076725006104, -0.2229476422071457, 0.9127023816108704, -0.1752319186925888, -0.690322756767273, -0.582867443561554]"
164455,"[1.40015709400177, -0.5712903738021851, 1.308021068572998, -0.8856577277183533, 0.3220401108264923, -0.9723975658416748, -0.6251665949821472, 0.01664985530078411, 1.1675931215286255, 1.812138319015503]"
165105,"[1.133570671081543, 0.7490541338920593, -1.3719922304153442, -0.529728889465332, -0.22878003120422363, 0.5532165765762329, -0.9846401810646057, 0.7732327580451965, 0.014686113223433495, -1.8920379877090454]"
166595,"[-0.823894202709198, -0.5983550548553467, 0.5037864446640015, 0.7151609063148499, -0.5970890522003174, -0.5035380721092224, -0.735800564289093, -0.17081579566001892, -0.2028186023235321, 1.1791173219680786]"
166635,"[1.229975700378418, 0.6040662527084351, 0.16325317323207855, 1.2313464879989624, 2.0056984424591064, 0.7394782304763794, 1.708132266998291, -1.54179847240448, 0.7329280972480774, -1.9204565286636353]"
170195,"[1.3427873849868774, 0.7719097137451172, 0.26683542132377625, 0.028301957994699478, 0.23382848501205444, -1.1125364303588867, -0.08549363911151886, 0.2596161663532257, -0.4261963963508606, 0.6280884742736816]"
170285,"[0.1513451188802719, -0.04390069842338562, 0.09184643626213074, -0.18214938044548035, -0.1717628389596939, 0.20474612712860107, -0.12706947326660156, 0.07316292077302933, -0.09009011834859848, -0.05968635901808739]"
170605,"[2.036451816558838, -0.3690420389175415, 0.4820035696029663, -0.35413792729377747, -0.7650840282440186, 0.7914705276489258, 0.8520780205726624, -0.4050082266330719, 0.14010478556156158, -0.030106332153081894]"
170705,"[-2.2766623497009277, 0.045592766255140305, -1.0909618139266968, -0.25540342926979065, 2.7261252403259277, -1.471947431564331, -0.930997908115387, 2.4742541313171387, 0.6169036030769348, -1.855728030204773]"
170875,"[0.3265940845012665, -2.719273805618286, 0.6694949865341187, 0.7834636569023132, 1.3673409223556519, 0.4771216809749603, 0.44650009274482727, 0.6372646689414978, 0.05422616004943848, -0.647131085395813]"
170945,"[0.14406940340995789, 0.19130036234855652, -1.773446798324585, 0.28606125712394714, 0.08469400554895401, 1.670946478843689, -0.29279860854148865, 0.6720148921012878, -0.4798116981983185, 1.2136681079864502]"
171495,"[-1.519607424736023, 0.6724317073822021, 0.37123197317123413, 0.7914704084396362, 0.9770336747169495, 0.5804058313369751, 0.041968002915382385, 2.4892849922180176, -1.3032745122909546, 1.9861118793487549]"
171765,"[0.430938720703125, 1.1613777875900269, -0.02211788296699524, 0.08299626410007477, 0.1623832732439041, 0.21266485750675201, -0.6469111442565918, 1.4349113702774048, 0.26920023560523987, -0.23476646840572357]"
173145,"[-1.2571338415145874, 0.8695962429046631, -0.2196645885705948, -0.6503482460975647, -0.9124130010604858, -0.41465118527412415, -1.6774402856826782, -0.3181486129760742, -1.2860078811645508, 1.5891181230545044]"
173535,"[-0.935409426689148, 0.5240607857704163, 0.681978166103363, -0.4265207052230835, 0.27447351813316345, -0.11198651790618896, -2.623493194580078, 2.0562140941619873, -0.3775009512901306, 0.7304092645645142]"
173925,"[0.5923267602920532, 1.7028135061264038, -0.04185166954994202, -0.5470954775810242, 0.05683911219239235, 0.3931877315044403, 0.022964322939515114, -1.3162676095962524, -0.5664515495300293, -0.8615435361862183]"
174055,"[0.8806552290916443, 0.18608590960502625, 1.153990387916565, 0.8334762454032898, 1.5862534046173096, 0.16013339161872864, 0.4820214509963989, 1.1761317253112793, -2.072157859802246, -0.8416724801063538]"
174645,"[-1.4238495826721191, 0.056163489818573, 0.9031844735145569, 1.1704505681991577, 0.24225208163261414, 0.5738873481750488, -0.34094515442848206, 1.2029027938842773, 0.22276128828525543, 0.13432341814041138]"
175455,"[-0.030484287068247795, -1.282280683517456, -0.11628212779760361, -1.1199921369552612, 0.16651812195777893, 0.8114058375358582, -0.11444881558418274, 0.1693589836359024, 0.6248689889907837, 1.1864904165267944]"
175585,"[-0.8703423142433167, -0.05589744448661804, -0.7456949949264526, -0.6745217442512512, -0.7712003588676453, -1.8314744234085083, 0.6830847859382629, -1.1747355461120605, 1.1416963338851929, -1.4137991666793823]"
176935,"[-0.7302157282829285, -2.098417043685913, -0.7771371603012085, -0.5831021070480347, -1.167897343635559, 0.31774282455444336, -1.5428643226623535, 1.4785082340240479, 1.330554723739624, 0.032247144728899]"
177615,"[-0.5904660820960999, 1.3719080686569214, -1.1223212480545044, 0.3104652166366577, 0.535643458366394, 1.7591239213943481, 1.812649130821228, 0.47448790073394775, 0.6234528422355652, 0.04338923841714859]"
177725,"[1.6590867042541504, 0.3533160388469696, -0.19436892867088318, 0.17435592412948608, 0.9057813286781311, 1.1623263359069824, 0.2928870618343353, 1.307106375694275, 0.45606285333633423, 0.9704130291938782]"
177765,"[-2.347247362136841, 0.7751673460006714, -1.9098873138427734, 1.1975351572036743, -1.1930346488952637, -1.4371607303619385, 1.214394450187683, -3.019339084625244, -1.1783363819122314, 0.06261077523231506]"
179085,"[-0.5401281118392944, 0.13811439275741577, -0.23707890510559082, 0.8691904544830322, 0.4479154050350189, 0.37110719084739685, 0.11092309653759003, 0.006105263251811266, 0.7091758847236633, -0.841556966304779]"
179135,"[-0.7585160732269287, -1.161758303642273, -0.42134982347488403, 0.11947661638259888, -1.3894509077072144, 0.3866027593612671, -1.117674469947815, -0.6848007440567017, 0.6175256371498108, -0.3686341643333435]"
179295,"[-0.6854828596115112, 0.07377509772777557, 0.8276395797729492, 0.21482525765895844, -0.8055521845817566, -0.8771094679832458, 0.6951135396957397, -0.2607058584690094, -1.1092143058776855, -0.518862247467041]"
180045,"[-1.2022188901901245, 0.10401946306228638, 1.7618144750595093, -0.6963921785354614, 2.730895757675171, -1.045263648033142, -0.2530340552330017, 0.6909024715423584, -1.6225430965423584, 0.24180203676223755]"
180095,"[-0.06632568687200546, -1.8140679597854614, -0.046422213315963745, 1.921207308769226, 0.7418293356895447, 0.4130682647228241, 0.33599957823753357, 0.5788820385932922, 0.47003743052482605, -0.09270714968442917]"
180555,"[-0.0422530323266983, -0.17560067772865295, -0.4929771423339844, 0.05317122861742973, -0.3873477876186371, -0.1819983422756195, 0.46509674191474915, -0.42330649495124817, -0.406834214925766, -0.3945728540420532]"
180985,"[1.824332356452942, -1.1375970840454102, -1.0651240348815918, -0.6467244029045105, -0.5878135561943054, -0.9743806719779968, 1.0202311277389526, 0.26808106899261475, -0.5182632803916931, -0.1654355525970459]"
181155,"[-1.2574951648712158, 0.8169505000114441, -0.6133506894111633, -0.2800845801830292, -0.781174898147583, -1.4234733581542969, 0.8917561769485474, -0.014397094026207924, -1.4124809503555298, 0.5064629316329956]"
181315,"[0.4547935724258423, 1.1288727521896362, -0.9404398202896118, -0.6951782703399658, -1.2689005136489868, -0.4269067645072937, -0.6692784428596497, 0.026087092235684395, 1.0662873983383179, -0.09101355075836182]"
182715,"[0.061598584055900574, -0.5605108737945557, -1.7424262762069702, 2.231858491897583, 0.29817891120910645, -1.2645543813705444, -0.9216616749763489, -1.1143500804901123, 0.6455087065696716, 1.3137924671173096]"
182795,"[-1.0232467651367188, -0.22818146646022797, -0.49246856570243835, 0.15759390592575073, 0.14729487895965576, -1.185935378074646, -1.0132737159729004, -0.046863969415426254, -0.48532554507255554, 0.5959233641624451]"
183635,"[0.14002971351146698, -0.14471103250980377, 0.0820988193154335, 0.7614532709121704, 1.4553745985031128, -1.1534998416900635, 0.1127513200044632, -2.626779794692993, 0.6041374206542969, -0.8525579571723938]"
184015,"[0.7175928950309753, -0.003918287809938192, 1.2314560413360596, -1.0723752975463867, -0.17082449793815613, 1.040913701057434, 0.6122586131095886, 0.11998268216848373, 0.4742462635040283, -1.1890242099761963]"
184445,"[0.7361893057823181, -1.718182921409607, 0.7938689589500427, -2.086444139480591, -1.3141502141952515, -1.4396355152130127, 0.02169385552406311, 0.9390217065811157, -0.6922815442085266, -0.21134105324745178]"
184925,"[0.748883068561554, 0.615769624710083, 0.40051689743995667, 0.27172350883483887, -0.5940654277801514, -0.0518888421356678, -0.6842464208602905, -0.9497550129890442, 0.01771124266088009, 0.15342164039611816]"
185585,"[-0.9544886946678162, -0.849075436592102, -1.8100279569625854, 0.9196732044219971, -0.18082502484321594, 0.5892765522003174, 0.5591204762458801, -0.9201579689979553, -0.33445343375205994, 0.47611764073371887]"
186005,"[-0.574772834777832, 0.23293150961399078, -0.09470313042402267, -0.6543075442314148, -1.574006199836731, 0.17217767238616943, -0.8603906035423279, 1.5030109882354736, -0.2766558825969696, -0.23221878707408905]"
186725,"[0.18033263087272644, 1.2828774452209473, 0.4878552556037903, 0.02549751289188862, 0.8728266358375549, 1.2484279870986938, 0.771645188331604, -0.9776164293289185, -0.47099339962005615, 0.0407666452229023]"
187055,"[-0.32727041840553284, 0.036496639251708984, 0.3676612377166748, 0.18198241293430328, 0.09835116565227509, -0.10550200194120407, -0.03479040786623955, 0.1646079570055008, 0.2717774510383606, 0.07272477447986603]"
187505,"[0.014428562484681606, -0.9034523367881775, -0.4429666996002197, 0.45445170998573303, -0.36318784952163696, 0.7171355485916138, 0.2800794243812561, -0.2225593477487564, -0.06817324459552765, -1.0831992626190186]"
187595,"[-0.19703932106494904, 1.2121745347976685, -1.472596526145935, 0.3376502990722656, 0.10127386450767517, 0.21169596910476685, -0.2909456193447113, 0.5369796752929688, 1.1298856735229492, -0.8600385785102844]"
188625,"[1.4134385585784912, 0.19066639244556427, 1.3781371116638184, -0.04428854584693909, 0.13944584131240845, -1.3883222341537476, -0.05729042738676071, -0.6385274529457092, -0.17402049899101257, 0.2829906940460205]"
189065,"[-0.22168967127799988, 0.272464394569397, 0.12497010082006454, -0.1269078552722931, -0.04767392948269844, -0.6849926710128784, -0.29043856263160706, 0.25062331557273865, -0.20125430822372437, -0.3420690894126892]"
190555,"[-0.2589662969112396, -0.5194841623306274, 0.932483434677124, -1.3124946355819702, 0.449646532535553, -0.05694277957081795, 0.6176225543022156, -0.5225027203559875, -0.2908238470554352, -1.3683524131774902]"
192025,"[1.6453580856323242, 0.011900115758180618, -0.008275801315903664, -0.4742741882801056, 0.3392757177352905, -0.4241384267807007, -0.07481113821268082, -1.3510372638702393, -0.34109094738960266, -1.0298171043395996]"
192245,"[1.5216262340545654, -0.34041130542755127, -2.418570041656494, -0.8156692981719971, -1.7039419412612915, -0.8574742078781128, 0.004080898128449917, -0.033976297825574875, -0.9240373373031616, 0.49353328347206116]"
192385,"[0.7377287745475769, 2.268449068069458, 0.5371441841125488, 1.1328874826431274, 0.14825139939785004, -1.2187786102294922, 0.20632818341255188, 0.749385416507721, 0.9066151976585388, 1.6989095211029053]"
192925,"[-0.030484287068247795, -1.282280683517456, -0.11628212779760361, -1.1199921369552612, 0.16651812195777893, 0.8114058375358582, -0.11444881558418274, 0.1693589836359024, 0.6248689889907837, 1.1864904165267944]"
193065,"[2.3183982372283936, -0.07236073166131973, -0.2761426866054535, -1.0743597745895386, 2.8967983722686768, 0.8403403759002686, -2.665362596511841, -1.875781536102295, 0.7205467224121094, 2.07344913482666]"
195295,"[-0.32553523778915405, 0.34090229868888855, 0.18273131549358368, -0.8120224475860596, -0.5021494030952454, 0.9676744341850281, -0.8138164281845093, 1.9784119129180908, 0.3434257209300995, 1.2605723142623901]"
195625,"[0.7768906354904175, 0.3485434651374817, -0.9091501832008362, 0.06736311316490173, -0.7910563349723816, 1.7431442737579346, -0.10851945728063583, 0.03866299241781235, 1.7540193796157837, 0.2767525911331177]"
196035,"[0.5860674381256104, -1.228048324584961, -1.3759781122207642, -1.2738412618637085, 0.2566467821598053, -0.4582039415836334, 0.059715673327445984, -1.5725045204162598, -1.0121519565582275, -1.3135619163513184]"
197175,"[-0.694854736328125, 0.4419375956058502, 0.4413835108280182, 1.9050089120864868, 1.3204636573791504, -0.7688580751419067, 0.27319565415382385, 1.1305958032608032, 0.34457990527153015, -0.28018850088119507]"
197885,"[0.6881251931190491, -2.210303783416748, 0.44217902421951294, -0.3632546365261078, 0.6117909550666809, -0.5089080333709717, -1.7634434700012207, 1.8315085172653198, 0.5615653395652771, 0.3142227232456207]"
198185,"[0.9378387331962585, -1.2086784839630127, -1.8554571866989136, 0.7309784293174744, 1.0440664291381836, 0.9010429382324219, 0.81697016954422, 0.542385995388031, 2.5975472927093506, -0.9484896659851074]"
202195,"[0.6805458664894104, 0.20172712206840515, 0.01703782193362713, -0.5952865481376648, -0.027205588296055794, 0.5087822079658508, -0.6460831761360168, -0.008160079829394817, -1.1559609174728394, 0.22826127707958221]"
203375,"[2.5932044982910156, 0.9139577150344849, 1.2353895902633667, -0.8550161123275757, 0.7434449791908264, 0.9431490898132324, 1.8854780197143555, 2.322063684463501, 0.6711668968200684, 1.5418376922607422]"
203745,"[-2.158221960067749, -0.022085966542363167, -0.15577177703380585, 0.4093603193759918, 0.020166736096143723, 0.8026010990142822, -0.05723177269101143, 0.18941999971866608, 0.6650984883308411, 0.508703887462616]"
205425,"[0.7962421178817749, -0.3551480174064636, -0.13501158356666565, 1.1928118467330933, -1.2601016759872437, 1.462017297744751, -0.34523773193359375, 0.36117300391197205, -0.3076564371585846, -1.7467032670974731]"
205575,"[-1.1820497512817383, 0.20931506156921387, -0.31862103939056396, -0.4862295091152191, 0.011497525498270988, 0.41494664549827576, -0.6891239881515503, -1.8940846920013428, -0.4704897403717041, -0.0008014788036234677]"
207405,"[-1.6843838691711426, 0.7956423759460449, -0.1234397441148758, 0.7543159127235413, -0.15535683929920197, 0.8357720375061035, -0.8660809993743896, 1.2330714464187622, -0.46707677841186523, -1.0588220357894897]"
208205,"[-1.2069700956344604, -2.5547311305999756, 0.491375207901001, -0.5936151742935181, 0.09896082431077957, -0.8849289417266846, 1.3322148323059082, -0.6332372426986694, 1.3214468955993652, -1.6837106943130493]"
208265,"[1.1880837678909302, -0.33517470955848694, -0.40802785754203796, -2.0331971645355225, -1.2037123441696167, 0.15229998528957367, 0.08229929208755493, -1.2327890396118164, 2.0412750244140625, 1.9591403007507324]"
209315,"[-1.5055588483810425, -0.7382329702377319, -0.03754904121160507, 1.4026086330413818, -0.8607386946678162, -1.31683349609375, 1.104589819908142, -1.6907600164413452, 2.149430513381958, 0.5423460006713867]"
209965,"[2.3213162422180176, -1.8431932926177979, -0.17773474752902985, 0.19367395341396332, -2.354111671447754, -0.1552519053220749, -0.22990496456623077, -0.6944454908370972, -1.228240728378296, 0.6027920842170715]"
210175,"[0.11274644732475281, 0.16380086541175842, -0.027473298832774162, -0.2457096427679062, 0.04527683183550835, -0.08189108967781067, -0.09607520699501038, 0.12539716064929962, -0.1293872445821762, -0.15951445698738098]"
210455,"[0.514819324016571, 0.012793298810720444, 0.14926403760910034, 0.04574253782629967, 0.2822464108467102, 0.733927845954895, 0.5418097376823425, -0.03208736702799797, -0.41801977157592773, -0.1411549597978592]"
210805,"[0.24176037311553955, -1.8631091117858887, 0.6417943835258484, 0.2998095750808716, 1.2455921173095703, 0.8886278867721558, -0.9994670748710632, 0.683119535446167, 0.5881638526916504, 0.4375503361225128]"
